T1078.001,5.6
T1078.004,5.6
T1087.004,5.6
T1098.001,5.6
T1110.001,5.6
T1110.002,5.6
T1110.003,5.6
T1110.004,5.6
T1136.003,5.6
T1190,5.6
T1525,5.6
T1528,5.6
T1530,5.6
T1537,5.6
T1538,5.6
T1552.001,5.6
T1562.001,5.6
T1562.007,5.6
T1562.008,5.6
T1580,5.6
T1078.001,6.7
T1078.004,6.7
T1087.004,6.7
T1098.001,6.7
T1110.001,6.7
T1110.002,6.7
T1110.003,6.7
T1110.004,6.7
T1136.003,6.7
T1190,6.7
T1525,6.7
T1528,6.7
T1530,6.7
T1537,6.7
T1538,6.7
T1552.001,6.7
T1562.001,6.7
T1562.007,6.7
T1562.008,6.7
T1580,6.7
T1078.004,15.2
T1098.001,15.2
T1110.001,15.2
T1110.002,15.2
T1110.003,15.2
T1110.004,15.2
T1119,15.2
T1136.003,15.2
T1530,15.2
T1537,15.2
T1550.001,15.2
T1552.005,15.2
T1078.004,15.3
T1098.001,15.3
T1110.001,15.3
T1110.002,15.3
T1110.003,15.3
T1110.004,15.3
T1119,15.3
T1136.003,15.3
T1530,15.3
T1537,15.3
T1550.001,15.3
T1552.005,15.3
T1078.004,15.5
T1098.001,15.5
T1110.001,15.5
T1110.002,15.5
T1110.003,15.5
T1110.004,15.5
T1119,15.5
T1136.003,15.5
T1530,15.5
T1537,15.5
T1550.001,15.5
T1552.005,15.5
T1078.004,4.11
T1098.001,4.11
T1110.001,4.11
T1110.002,4.11
T1110.003,4.11
T1110.004,4.11
T1136.003,4.11
T1537,4.11
T1552.005,4.11
T1098.004,6.7
T1199,6.7
T1485,6.7
T1486,6.7
T1491.002,6.7
T1498.001,6.7
T1498.002,6.7
T1499.002,6.7
T1499.003,6.7
T1499.004,6.7
T1552.005,6.7
T1046,3.8
T1098.001,3.8
T1136.003,3.8
T1189,3.8
T1190,3.8
T1199,3.8
T1204.003,3.8
T1498.001,3.8
T1498.002,3.8
T1499.002,3.8
T1499.003,3.8
T1499.004,3.8
T1528,3.8
T1530,3.8
T1537,3.8
T1552.001,3.8
T1552.005,3.8
T1566,3.8
T1078.001,3.14
T1078.004,3.14
T1087.004,3.14
T1098.001,3.14
T1110.001,3.14
T1110.002,3.14
T1110.003,3.14
T1110.004,3.14
T1136.003,3.14
T1189,3.14
T1190,3.14
T1199,3.14
T1485,3.14
T1486,3.14
T1491.002,3.14
T1525,3.14
T1528,3.14
T1530,3.14
T1537,3.14
T1538,3.14
T1552.001,3.14
T1562.001,3.14
T1562.007,3.14
T1562.008,3.14
T1580,3.14
T1110.001,4.10
T1110.002,4.10
T1110.003,4.10
T1110.004,4.10
T1204,14.7
T1528,14.7
T1552,14.7
T1552.001,14.7
T1566,14.7
T1204,14.8
T1528,14.8
T1552,14.8
T1552.001,14.8
T1566,14.8
T1040,8.10
T1552,8.10
T1552.001,8.10
T1562.008,8.12
T1562.008,8.6
T1562.008,8.7
T1562.008,8.8
T1190,8.4
T1552,8.4
T1552.005,8.4
T1562.008,8.4
T1046,3.13
T1078.001,3.13
T1078.004,3.13
T1110.001,3.13
T1110.002,3.13
T1110.003,3.13
T1110.004,3.13
T1189,3.13
T1190,3.13
T1201,3.13
T1204.003,3.13
T1498.001,3.13
T1498.002,3.13
T1499.002,3.13
T1499.003,3.13
T1499.004,3.13
T1528,3.13
T1530,3.13
T1537,3.13
T1552.001,3.13
T1552.005,3.13
T1562.001,3.13
T1566,3.13
T1046,12.3
T1078.004,12.3
T1098,12.3
T1098.001,12.3
T1098.004,12.3
T1110.001,12.3
T1110.002,12.3
T1110.003,12.3
T1110.004,12.3
T1119,12.3
T1136.003,12.3
T1189,12.3
T1190,12.3
T1199,12.3
T1201,12.3
T1204.003,12.3
T1498.001,12.3
T1498.002,12.3
T1499.002,12.3
T1499.003,12.3
T1499.004,12.3
T1525,12.3
T1528,12.3
T1530,12.3
T1537,12.3
T1550.001,12.3
T1552.001,12.3
T1552.005,12.3
T1562.001,12.3
T1566,12.3
T1046,16.7
T1078.004,16.7
T1098,16.7
T1098.001,16.7
T1098.004,16.7
T1110.001,16.7
T1110.002,16.7
T1110.003,16.7
T1110.004,16.7
T1119,16.7
T1136.003,16.7
T1189,16.7
T1190,16.7
T1199,16.7
T1201,16.7
T1204.003,16.7
T1498.001,16.7
T1498.002,16.7
T1499.002,16.7
T1499.003,16.7
T1499.004,16.7
T1525,16.7
T1528,16.7
T1530,16.7
T1537,16.7
T1550.001,16.7
T1552.001,16.7
T1552.005,16.7
T1562.001,16.7
T1566,16.7
T1562.007,12.3
T1562.008,12.3
T1562.007,16.7
T1562.008,16.7
T1046,1.5
T1098.004,1.5
T1119,1.5
T1189,1.5
T1190,1.5
T1530,1.5
T1046,6.6
T1098.004,6.6
T1119,6.6
T1189,6.6
T1190,6.6
T1530,6.6
T1078,3.10
T1078.004,3.10
T1098.001,3.10
T1110.001,3.10
T1110.002,3.10
T1110.003,3.10
T1110.004,3.10
T1136.003,3.10
T1528,3.10
T1552.001,3.10
T1087.004,6.6
T1528,6.6
T1537,6.6
T1538,6.6
T1190,17.8
T1552,17.8
T1552.005,17.8
T1046,12.4
T1098,12.4
T1098.001,12.4
T1136,12.4
T1136.003,12.4
T1190,12.4
T1199,12.4
T1046,16.10
T1098,16.10
T1098.001,16.10
T1136,16.10
T1136.003,16.10
T1190,16.10
T1199,16.10
T1552,12.4
T1552.001,12.4
T1552,3.7
T1552.001,3.7
T1046,16.6
T1078,16.6
T1098.004,16.6
T1190,16.6
T1204.003,16.6
T1525,16.6
T1528,16.6
T1530,16.6
T1552.001,16.6
T1562.001,16.6
T1562.007,16.6
T1562.008,16.6
T1078,15.4
T1078.001,15.4
T1078.004,15.4
T1078,16.10
T1078.001,16.10
T1078.004,16.10
T1189,4.12
T1190,4.12
T1040,3.13
T1119,3.13
T1046,9.5
T1098.001,9.5
T1136.003,9.5
T1189,9.5
T1190,9.5
T1199,9.5
T1204.003,9.5
T1498.001,9.5
T1498.002,9.5
T1499.002,9.5
T1499.003,9.5
T1499.004,9.5
T1530,9.5
T1537,9.5
T1552.001,9.5
T1552.005,9.5
T1566,9.5
T1046,13.10
T1098.001,13.10
T1136.003,13.10
T1189,13.10
T1190,13.10
T1199,13.10
T1204.003,13.10
T1498.001,13.10
T1498.002,13.10
T1499.002,13.10
T1499.003,13.10
T1499.004,13.10
T1530,13.10
T1537,13.10
T1552.001,13.10
T1552.005,13.10
T1566,13.10
T1046,10.4
T1098.004,10.4
T1189,10.4
T1190,10.4
T1201,10.4
T1204.003,10.4
T1485,10.4
T1486,10.4
T1491.002,10.4
T1525,10.4
T1562.001,10.4
T1566,10.4
T1046,10.6
T1098.004,10.6
T1189,10.6
T1190,10.6
T1201,10.6
T1204.003,10.6
T1485,10.6
T1486,10.6
T1491.002,10.6
T1525,10.6
T1562.001,10.6
T1566,10.6
T1040,1.3
T1046,1.3
T1078.001,1.3
T1078.004,1.3
T1098,1.3
T1098.001,1.3
T1098.004,1.3
T1110.001,1.3
T1110.002,1.3
T1110.003,1.3
T1110.004,1.3
T1119,1.3
T1136.003,1.3
T1189,1.3
T1190,1.3
T1201,1.3
T1204.003,1.3
T1485,1.3
T1486,1.3
T1491.002,1.3
T1499.002,1.3
T1499.003,1.3
T1499.004,1.3
T1525,1.3
T1528,1.3
T1530,1.3
T1537,1.3
T1550.001,1.3
T1552.001,1.3
T1552.005,1.3
T1562.001,1.3
T1562.007,1.3
T1562.008,1.3
T1566,1.3
T1040,1.5
T1078.001,1.5
T1078.004,1.5
T1098,1.5
T1098.001,1.5
T1110.001,1.5
T1110.002,1.5
T1110.003,1.5
T1110.004,1.5
T1136.003,1.5
T1201,1.5
T1204.003,1.5
T1485,1.5
T1486,1.5
T1491.002,1.5
T1499.002,1.5
T1499.003,1.5
T1499.004,1.5
T1525,1.5
T1528,1.5
T1537,1.5
T1550.001,1.5
T1552.001,1.5
T1552.005,1.5
T1562.001,1.5
T1562.007,1.5
T1562.008,1.5
T1566,1.5
T1040,13.11
T1046,13.11
T1078.001,13.11
T1078.004,13.11
T1098,13.11
T1098.001,13.11
T1098.004,13.11
T1110.001,13.11
T1110.002,13.11
T1110.003,13.11
T1110.004,13.11
T1119,13.11
T1136.003,13.11
T1189,13.11
T1190,13.11
T1201,13.11
T1204.003,13.11
T1485,13.11
T1486,13.11
T1491.002,13.11
T1499.002,13.11
T1499.003,13.11
T1499.004,13.11
T1525,13.11
T1528,13.11
T1530,13.11
T1537,13.11
T1550.001,13.11
T1552.001,13.11
T1552.005,13.11
T1562.001,13.11
T1562.007,13.11
T1562.008,13.11
T1566,13.11
T1040,13.6
T1046,13.6
T1078.001,13.6
T1078.004,13.6
T1098,13.6
T1098.001,13.6
T1098.004,13.6
T1110.001,13.6
T1110.002,13.6
T1110.003,13.6
T1110.004,13.6
T1119,13.6
T1136.003,13.6
T1189,13.6
T1190,13.6
T1201,13.6
T1204.003,13.6
T1485,13.6
T1486,13.6
T1491.002,13.6
T1499.002,13.6
T1499.003,13.6
T1499.004,13.6
T1525,13.6
T1528,13.6
T1530,13.6
T1537,13.6
T1550.001,13.6
T1552.001,13.6
T1552.005,13.6
T1562.001,13.6
T1562.007,13.6
T1562.008,13.6
T1566,13.6
T1040,15.5
T1046,15.5
T1078.001,15.5
T1098,15.5
T1098.004,15.5
T1189,15.5
T1190,15.5
T1201,15.5
T1204.003,15.5
T1485,15.5
T1486,15.5
T1491.002,15.5
T1499.002,15.5
T1499.003,15.5
T1499.004,15.5
T1525,15.5
T1528,15.5
T1552.001,15.5
T1562.001,15.5
T1562.007,15.5
T1562.008,15.5
T1566,15.5
T1199,3.5
T1204.003,15.3
T1204.003,15.4
T1078,15.2
T1204.003,15.2
T1078,15.6
T1204.003,15.6
